product_name,category_large,category_medium,item_type,grocery_item_name,brand_name
[강창구찹쌀진순대] 진전통순대,간편식,레트로트,RTC_MEAL,레트로트,강창구찹쌀진순대
[고래사] 꼬치어묵전골&유부주머니 (캠핑용),간편식,밀키트,RTC_MEAL,밀키트,고래사
[강녕] 꿀스틱,조미료,양념/소스,SAUCE_SEASONING,꿀,강녕
[맥파이앤타이거] 말차,음료,커피/차,BEVERAGE,말차,맥파이앤타이거
[마즈] 이클립스,간식류,초콜릿/사탕,SNACK,사탕,마즈
[ardo] 냉동 컷그린빈,채소/곡물류,채소,RAW_PRODUCE,그린빈,ardo
[김소형원방] 흑염소진액 1++,기타,기타,UNKNOWN,흑염소 진액,김소형원방
음mmm! 스탠다드,술,기타 주류,ALCOHOL,레드 와인,음mmm!
[더리얼] 한입 찐 강낭콩,채소/곡물류,채소,RAW_PRODUCE,그린빈,더리얼
케이류 준마이 실프라,술,기타 주류,ALCOHOL,사케,엔도 주조장
[CJ] 진한 들깨칼국수,간편식,밀키트,RTC_MEAL,밀키트,CJ
[락티브] 베베&키즈 아연 면역젤리,기타,기타,UNKNOWN,면역젤리,락티브
[니아르] 글로우틴 석류맛,기타,기타,UNKNOWN,석류맛,니아르
팔첼리 아마로네 델라 발폴리첼라,술,와인,ALCOHOL,레드 와인,티 리온도
[귤로장생] 제주 감귤 (비가림),과일/견과류,과일,RAW_FRUIT,귤,귤로장생
[Biscuiterie de Provence] [밀가루] 아몬드&초콜릿 케이크,간식류,디저트/케이크,BAKERY,케이크,Biscuiterie de Provence
[드시모네] 베이비 스텝1 유산균,기타,기타,UNKNOWN,유산균,드시모네
[매일] 우유속에 코코아 락토프리,유제품,우유/두유,DAIRY,초코우유,매일
[드시모네] 프리미엄 플러스,기타,기타,UNKNOWN,플러스,드시모네
세냐 ,술,와인,ALCOHOL,레드 와인,비냐 세나
[동원] 양반 진국 사골곰탕,간편식,레트로트,RTC_MEAL,레트로트,동원
[마스터바이옴] 지노마스터,기타,기타,UNKNOWN,지노마스터,마스터바이옴
[농협] 쌀전병,간식류,과자/스낵,SNACK,전병,농협
메나쥬 아 트로와 미드나잇 레드,술,와인,ALCOHOL,레드 와인,메나쥬 아 트로와
라피스 루나 진판델,술,와인,ALCOHOL,레드 와인,라피스 루나
[김정환홍삼] 홍삼 쌍화,음료,주스,BEVERAGE,쌍화탕,김정환홍삼
조니워커 더블 블랙,술,기타 주류,ALCOHOL,위스키,조니워커
[GC녹십자웰빙] PNT 비오틴 맥스 5000,기타,기타,UNKNOWN,비오틴 맥스,GC녹십자웰빙
[까사스 디 후알도] 아르베끼나 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,까사스 디 후알도
[감코리아] 곶감 쏙 5종 디저트 샘플러,간식류,디저트/케이크,BAKERY,샘플러,감코리아
[KINU] 핑크퐁 키즈 이뮨 젤리,기타,기타,UNKNOWN,젤리,KINU
[립톤] 밀크티,유제품,우유/두유,DAIRY,밀크티,립톤
[맛꾼푸드] 아이스 엿구마,간식류,디저트/케이크,BAKERY,군고구마,맛꾼푸드
[KF365] 한돈 앞다리 수육용,육류/계란,돼지고기,RAW_MEAT,앞다리살,KF365
오모로 10년,술,기타 주류,ALCOHOL,위스키,오모로
[Kim's butcher] 돌돌말이 대패 삼겹살 (냉동),간편식,냉동식품,FROZEN_MEAL,냉동 삼겹살,Kim's butcher
[그래인스 쿠키] 콜렉션,간식류,과자/스낵,SNACK,쿠키,그래인스 쿠키
[까르미아노] 롱 파스타면,채소/곡물류,면류,GRAIN,파스타 면,까르미아노
[덴마크] 떠먹는 포스트바이오틱스 딸기 요거트,유제품,요거트,DAIRY,요거트,덴마크
[더 더치] 스페셜 위스키 치즈,유제품,치즈,DAIRY,위스키 치즈,더 더치
[네이처메이드] 액티브 데일리 멀티 포 우먼,기타,기타,UNKNOWN,우먼,네이처메이드
[도드람한돈] 미트공방 비엔나 소시지,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,소시지,도드람한돈
러셀 리저브10년,술,기타 주류,ALCOHOL,위스키,와일드 터키
[레인코스트] 크리스프 크래커,간식류,과자/스낵,SNACK,크래커,레인코스트
[Kim's butcher] 호주산 프렌치랙 (냉동),육류/계란,양고기,RAW_MEAT,프렌치랙,Kim's butcher
[데일리] 데일리구미 제로슈가 파우치 (유산균,기타,기타,UNKNOWN,유산균,데일리
[라이틀리] 곤약치아바타,간식류,빵류,BAKERY,곤약치아바타,라이틀리
[대상웰라이프] 헤이N 유기농 푸룬즙,기타,기타,UNKNOWN,푸룬즙,대상웰라이프
[SOUPER] 송이송이 트러플 비스크,간편식,레트로트,RTC_MEAL,레트로트,SOUPER
[1등급 한우] 잡채용 (냉장),육류/계란,돼지고기,RAW_MEAT,등심,1등급 한우
와일드 터키 마스터스 킵 원,술,기타 주류,ALCOHOL,위스키,와일드 터키
[동병상련] 전통 프리미엄 떡국떡,간편식,떡,SNACK,떡국떡,동병상련
[고래사] 어묵탕 한그릇,간편식,레트로트,RTC_MEAL,레트로트,고래사
조니워커 블론드,술,기타 주류,ALCOHOL,위스키,조니워커
[고기반찬] 춘천식 양념닭갈비,간편식,레트로트,RTC_MEAL,레트로트,고기반찬
[담터] 발아 현미 쑥차,음료,커피/차,BEVERAGE,쑥차,담터
월계관 준마이 다이긴죠,술,기타 주류,ALCOHOL,사케,월계관
엘리먼츠 오브 아일라 피트 퓨어 아일라,술,기타 주류,ALCOHOL,위스키,엘리먼츠 오브 아일라
[둥구나무] 통들깨 묵은지 들기름지짐,간편식,레트로트,RTC_MEAL,레트로트,둥구나무
[가보팜스] 프리미엄 아카시아꿀,조미료,양념/소스,SAUCE_SEASONING,꿀,가보팜스
[권영원 소담정찬] 궁채장아찌,간편식,반찬류,SIMPLE_PROCESSED,궁채 장아찌,권영원 소담정찬
페트리셔스 토카이 푸르민트,술,와인,ALCOHOL,화이트 와인,페트리셔스
주라12년,술,기타 주류,ALCOHOL,위스키,주라
판티니 에디찌오네,술,와인,ALCOHOL,레드 와인,판티니
[김구원선생] 국산 두부로 만든 두부곤약 우동,간편식,밀키트,RTC_MEAL,밀키트,김구원선생
호세쿠엘보 플라티노,술,기타 주류,ALCOHOL,데낄라,호세쿠엘보
[롯데칠성] 오트몬드 오리지날,음료,주스,BEVERAGE,오트음료,롯데칠성
[레인저스벨리] 호주산 흑소 MB3+ 본갈비살,육류/계란,소고기,RAW_MEAT,갈비살,레인저스벨리
[더본푸드] 놀부가 반해버린 쌀뻥,간식류,과자/스낵,SNACK,뻥튀기,더본푸드
[마즈] 이클립스 베스트믹스,간식류,초콜릿/사탕,SNACK,이클립스,마즈
[넛츠그린] 저당 저칼로리 딸기잼,상온식품,잼/스프레드,SAUCE_SEASONING,딸기잼,넛츠그린
[맥케인] 케이준 후라이,간편식,냉동식품,FROZEN_MEAL,감자튀김,맥케인
[기라델리] 녹여쓰는 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,기라델리
[매일유업] 바이오 요거트,유제품,요거트,DAIRY,요거트,매일유업
몽그라스 인트리가 막시마,술,와인,ALCOHOL,레드 와인,몽그라스
[디 바르베로] 그린 틴케이스 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,디 바르베로
[로컬스톡] 유기농 잡곡,채소/곡물류,쌀/잡곡,GRAIN,잡곡,로컬스톡
[그레타] 허브 크래커,간식류,과자/스낵,SNACK,크래커,그레타
[런던베이글뮤지엄] 베이글 & 크림치즈,간식류,빵류,BAKERY,베이글,런던베이글뮤지엄
오프리 리저브 화이트 포트,술,와인,ALCOHOL,레드 와인,오프리
[경주천년한우] 1++ 한우 불고기용 (냉장),육류/계란,소고기,RAW_MEAT,불고기,경주천년한우
[고메] 바삭탱글한 칠리새우,간편식,냉동식품,FROZEN_MEAL,칠리새우,고메
도멘 생 미셸 브뤼 로제,술,와인,ALCOHOL,스파클링 와인,도멘 생 미셸
[맛의명태자] 냉장 명란,수산물,어란,RAW_SEAFOOD,명란,맛의명태자
크레스만 그랑 리저브 보르도 레드,술,와인,ALCOHOL,레드 와인,크레스만
[디벨라] 통밀 파스타,채소/곡물류,면류,GRAIN,파스타 면,디벨라
[농협] 우리쌀 통가래떡,간식류,떡,SNACK,가래떡,농협
[대한제일미] 시월미소미 쌀,채소/곡물류,쌀/잡곡,GRAIN,쌀,대한제일미
[동화약품] 부채표 까스활,기타,기타,UNKNOWN,까스활명수,동화약품
[고래사] 야채가득 사각어묵,수산물,어육가공식품,SIMPLE_PROCESSED,어묵,고래사
[로카] 네덜란드 전통 치즈 크래커,간식류,과자/스낵,SNACK,크래커,로카
[광동] 컬처렐 키즈패킷,기타,기타,UNKNOWN,유산균,광동
[롯데] 크런키 더블크런치바 미니 스트로베리 & 바나나,간식류,초콜릿/사탕,SNACK,초코바,롯데
칸티 핑크 블라썸 스위트 레드,술,와인,ALCOHOL,레드 와인,칸티
[디나닥스] 디나닥스 에너지,기타,기타,UNKNOWN,에너지 젤리,디나닥스
건 파우더 진 오렌지,술,기타 주류,ALCOHOL,진,드럼샨보
[네이처오다] 달칩 초코샌드,간식류,과자/스낵,SNACK,초코샌드,네이처오다
[뉴트리코어] 멀티비타민미네랄 이뮨샷,기타,기타,UNKNOWN,멀티 비타민,뉴트리코어
[룩트] 아이슬란딕 요거트볼,유제품,요거트,DAIRY,요거트,룩트
[레디큐] 숙취해소 드링크 플러스,기타,기타,UNKNOWN,숙취해소제,레디큐
[맛의고수] 황금호박고구마스틱 곱빼기,간식류,과자/스낵,SNACK,고구마 스틱,맛의고수
[Kim's butcher] 미국산 소고기 샤브샤브용 (냉동),육류/계란,소고기,RAW_MEAT,샤브샤브용 소고기,Kim's butcher
[대상웰라이프] 뉴케어 올프로틴 버라이어티팩,기타,기타,UNKNOWN,프로틴,대상웰라이프
[그리스 프리미엄 쿠키] 쿠라비에 화이트 스노우 초코 & 아몬드,간식류,과자/스낵,SNACK,쿠라비에,그리스 프리미엄 쿠키
[농심] 짜왕,간편식,라면,INSTANT,짜왕,농심
[덕화명란] MSC인증 한끼 한포 명란,수산물,어란,RAW_SEAFOOD,명란,덕화명란
[라라스윗] 저당 쭈쭈바,간식류,디저트/케이크,BAKERY,아이스크림,라라스윗
[르 와플] 길거리 와플,간식류,디저트/케이크,BAKERY,와플,르 와플
[김구원선생] 두부 콩나물국,간편식,밀키트,RTC_MEAL,밀키트,김구원선생
커맨더 스무스 보드카,술,기타 주류,ALCOHOL,보드카,쿠이만스
[대상웰라이프] 마이밀 뉴프로틴 산양유 단백질,기타,기타,UNKNOWN,단백질,대상웰라이프
[TV홈쇼핑정품 인포벨]선유가 오세경어부 싱싱두툼 완도 매생이 톡 세척 동결건조 블록 떡국 죽 건매생이 ,수산물,미역/다시마,DRIED_SEAFOOD,매생이,TV홈쇼핑정품 인포벨
[다담] 상온 양념,조미료,양념/소스,SAUCE_SEASONING,양념,다담
[기장물산] 비빔밥용 해초샐러드,간편식,밀키트,RTC_MEAL,밀키트,기장물산
핫카이산 토쿠베츠혼죠조,술,기타 주류,ALCOHOL,사케,핫카이 양조
샤또 그랑페랑 보르도 비네암 ,술,와인,ALCOHOL,레드 와인,보르도 비네암
[건어물상회] 멸치디포리 다시팩,조미료,조미료,SAUCE_SEASONING,다시팩,건어물상회
[더리얼] 비타민 D 5000IU,기타,기타,UNKNOWN,비타민,더리얼
[린트] 스위스 클래식 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,린트
[김구원선생] 우삼겹 순두부찌개,간편식,밀키트,RTC_MEAL,밀키트,김구원선생
[남양] 아인슈타인 DHA 우유,유제품,우유/두유,DAIRY,우유,남양
[Kurly's] 동물복지 유정란,육류/계란,계란,RAW_MEAT,계란,Kurly's
[KF365] 한돈 깍둑 항정 구이용 (냉장),육류/계란,돼지고기,RAW_MEAT,항정살,KF365
하쿠시카 호화 준마이 다이긴죠,술,기타 주류,ALCOHOL,사케,다츠우마혼케 주조
[경주천년한우] 1++ 한우 불고기용 (냉장),육류/계란,소고기,RAW_MEAT,불고기,경주천년한우
다카라 후라노 멜론,술,기타 주류,ALCOHOL,리큐르,다카라 주조
[더오담] 한입 땅콩강정,간식류,과자/스낵,SNACK,강정,더오담
샤또 르 퓌 에밀리앙,술,와인,ALCOHOL,레드 와인,샤또 르 퓌
샴페인 드라피에 그랑드 상드레,술,와인,ALCOHOL,스파클링 와인,드라피에
[마이크고메] 화이트트러플 오일,조미료,식용유/기름,SAUCE_SEASONING,트러플 오일,마이크고메
[매일] 마이 카페라떼 파르페,간식류,디저트/케이크,BAKERY,파르페,매일
[리터스포트] 미니 초콜릿믹스 타워 8P,간식류,초콜릿/사탕,SNACK,초콜릿,리터스포트
[KF365] 실속 바나나,과일/견과류,과일,RAW_FRUIT,바나나,KF365
[QBB] 치즈 디저트 스트로베리,유제품,치즈,DAIRY,치즈,QBB
[마이디벨] 해쉬브라운 10+10,간편식,냉동식품,FROZEN_MEAL,해쉬브라운,마이디벨
[녹색한우] 한우 육포,육류/계란,소고기,RAW_MEAT,육포,녹색한우
그로브밀 소비뇽 블랑,술,와인,ALCOHOL,화이트 와인,그로브밀
[맥심] 디카페인 커피믹스,음료,커피/차,BEVERAGE,믹스커피,맥심
[건어물상회] 국물용멸치,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,건어물상회
[김수사] 국산 게로 만든 게장,수산물,새우/게,RAW_SEAFOOD,게장,김수사
[루토사] 슈스트링 포테이토 프라이,간편식,냉동식품,FROZEN_MEAL,감자튀김,루토사
[낫띵베럴] 식후리턴,기타,기타,UNKNOWN,식후리턴,낫띵베럴
[교토퍼펙트말차] 휘낭시에,간식류,빵류,BAKERY,휘낭시에,교토퍼펙트말차
[둥구나무] 오이소박이,간편식,반찬류,SIMPLE_PROCESSED,오이소박이,둥구나무
[고래주방] 우리쌀 한입 가래떡,간식류,떡,SNACK,가래떡,고래주방
산미구엘 페일 필젠 캔,술,맥주,ALCOHOL,맥주,산미구엘
[널담] 아메리칸 쿠키,간식류,과자/스낵,SNACK,쿠키,널담
[8APM] 딥 나잇 멜라시럽,기타,기타,UNKNOWN,멜라시럽,8APM
[1901] 이베리코 베요타 하몽 슬라이스,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,하몽,1901
[동원] 그릴리 직화 델리햄,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,햄,동원
[VASAK] 김부각 지퍼백,상온식품,김/자반,DRIED_SEAFOOD,김부각,VASAK
[맥널티바이오] 가볍게 비우는 푸룬 푸루룬,기타,기타,UNKNOWN,푸루룬,맥널티바이오
[리터스포트] 큐브 초콜릿 골든 에디션,간식류,초콜릿/사탕,SNACK,초콜릿,리터스포트
[La bocca] 레드벨벳케이크,간식류,디저트/케이크,BAKERY,케이크,La bocca
[김수사] 황게로 만든 게장,수산물,새우/게,RAW_SEAFOOD,게장,김수사
아이덴티티 보드카 베리,술,기타 주류,ALCOHOL,보드카,까사 마에스트리
[드시모네] 베이비 스텝2,기타,기타,UNKNOWN,유산균,드시모네
[돈시몬] 착즙 레몬주스,음료,주스,BEVERAGE,레몬주스,돈시몬
[고메] 소바바치킨 양념 순살,간편식,냉동식품,FROZEN_MEAL,치킨,고메
[교토마블] 통밀 데니쉬 식빵,간식류,빵류,BAKERY,식빵,교토마블
[KF365] 청양고추,채소/곡물류,채소,RAW_PRODUCE,청양고추,KF365
[그릭오] 띠크 그릭요거트,유제품,요거트,DAIRY,그릭요거트,그릭오
[다담] 상온 양념,조미료,양념/소스,SAUCE_SEASONING,양념,다담
[KF365] 친환경 표고버섯,채소/곡물류,버섯,RAW_PRODUCE,표고버섯,KF365
[Fage] 프루요 플레이버 그릭 요거트,유제품,요거트,DAIRY,그릭요거트,Fage
하이네켄 케그,술,맥주,ALCOHOL,맥주,하이네켄
[Project H] 제로 레몬 파운드 케이크,간식류,디저트/케이크,BAKERY,케이크,Project H
[김정환홍삼] 홍삼 쌍화,음료,주스,BEVERAGE,쌍화탕,김정환홍삼
[dole] 후룻볼 복숭아 팩,간식류,디저트/케이크,BAKERY,과일컵,dole
[내츄럴플러스] 기억력케어 앤 유산균,기타,기타,UNKNOWN,유산균,내츄럴플러스
스톨리치나야 골드 보드카,술,기타 주류,ALCOHOL,보드카,스톨리치나야
[CJ] 행복한콩 국산콩 두부 부침찌개 겸용,채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,CJ
[둥구나무] 통들깨 묵은지 들기름지짐,간편식,레트로트,RTC_MEAL,레트로트,둥구나무
[매일유업] 바이오 요거트 딸기,유제품,요거트,DAIRY,요거트,매일유업
[KF365] 생 등심 돈까스 (냉장),간편식,밀키트,RTC_MEAL,돈까스,KF365
[매일] 우유속에 코코아 락토프리,유제품,우유/두유,DAIRY,초코우유,매일
[농협] 아름찬 떡볶이떡,간편식,떡,SNACK,떡볶이 떡,농협
[뉴믹스] 에어 오리지널맛 저당 커피 파우더 스틱,음료,커피/차,BEVERAGE,커피 파우더,뉴믹스
[르까도드마비] 타르트 퍼플벌룬,간식류,디저트/케이크,BAKERY,타르트,르까도드마비
[드시모네] 베이비 스텝1 박스,기타,기타,UNKNOWN,유산균,드시모네
[RARE : 레어] 1++ 한우 뉴욕스트립 스테이크,육류/계란,소고기,RAW_MEAT,채끝살,RARE : 레어
[마정기름집] 프리미엄 국산 햇참기름,조미료,식용유/기름,SAUCE_SEASONING,참기름,마정기름집
[남도2대명가] 색색 하루해초 샐러드,간편식,샐러드팩,RTC_MEAL,샐러드,남도2대명가
[넛츠앤베리스] 건블루베리,과일/견과류,과일,RAW_FRUIT,블루베리,넛츠앤베리스
[그린몬스터] 다이어트 하비탈출,기타,기타,UNKNOWN,하비탈출,그린몬스터
[루토사] 벨지안 모둠 감자,간편식,냉동식품,FROZEN_MEAL,감자튀김,루토사
[겐츠베이커리] 쿠키 세트,간식류,과자/스낵,SNACK,쿠키,겐츠베이커리
[로카] 네덜란드 전통 치즈 크래커,간식류,과자/스낵,SNACK,크래커,로카
올트모어21년,술,기타 주류,ALCOHOL,위스키,올트모어
"산 페드로, 9라이브스리저브리즐링",술,와인,ALCOHOL,화이트 와인,산 페드로
아린자노 그란 비노 블랑코,술,와인,ALCOHOL,화이트 와인,아린자노
[그릭데이] 리얼카카오 그래놀라,과일/견과류,견과류,RAW_FRUIT,그래놀라,그릭데이
메나쥬 아 트로와 미드나잇 레드,술,와인,ALCOHOL,레드 와인,메나쥬 아 트로와
[네스프레소 버츄오] 코스타리카 커피 캡슐,음료,커피/차,BEVERAGE,커피 캡슐,네스프레소 버츄오
[롯데웰푸드] 티코,간식류,디저트/케이크,BAKERY,아이스크림,롯데웰푸드
라 리오하 알타 핀카 마르텔로 리제르바,술,와인,ALCOHOL,레드 와인,라 리오하 알타
[땡큐장] 표고깡장 땡초장,조미료,양념/소스,SAUCE_SEASONING,땡초장,땡큐장
라가불린16년,술,기타 주류,ALCOHOL,위스키,라가불린
[피쿠알리아] 퍼스트 데이 하베스트 리미티드 에디션 피쿠알 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,피쿠알리아
[고메] 클래식 콤비네이션 피자,간편식,냉동식품,FROZEN_MEAL,피자,고메
[마즈] 엠앤엠즈 블록 아몬드,과일/견과류,견과류,RAW_FRUIT,아몬드,마즈
[BNR17] 비에날씬 플러스,기타,기타,UNKNOWN,플러스,BNR17
글렌카담15년,술,기타 주류,ALCOHOL,위스키,글렌카담
[매일] 소화가 잘되는 우유,유제품,우유/두유,DAIRY,우유,매일
[기라델리] 스퀘어백 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,기라델리
윌더니스 하이라이 버번,술,기타 주류,ALCOHOL,위스키,윌더니스 트레일
[HBAF] 허니버터 아몬드,과일/견과류,견과류,RAW_FRUIT,아몬드,HBAF
[KF365] 한돈 부위별 대용량 가성비,육류/계란,돼지고기,RAW_MEAT,돼지고기,KF365
[Picard] 베샤멜 소스,조미료,양념/소스,SAUCE_SEASONING,베샤멜,Picard
[더브레드블루] 저당 모닝빵,간식류,빵류,BAKERY,모닝빵,더브레드블루
[FELT] 오리지널 콜드브루,음료,커피/차,BEVERAGE,커피,FELT
[SEMIWON] 왕어혈교,간편식,냉동식품,FROZEN_MEAL,만두,SEMIWON
[김정환홍삼] 홍삼 배도라지,기타,기타,UNKNOWN,배도라지,김정환홍삼
집집락 샤도네이,술,와인,ALCOHOL,화이트 와인,집집락
[그로서리서울] 찰보리 흑미 곤약밥,간편식,즉석밥,INSTANT,즉석밥,그로서리서울
[레스토랑 알렌 Allen] 라구 에그 생면 파스타,간편식,밀키트,RTC_MEAL,밀키트,레스토랑 알렌 Allen
[KF365] 도톰 한돈 동그랑땡 (냉동),간편식,냉동식품,FROZEN_MEAL,동그랑땡,KF365
[김소영 아티장의 안단테] 포인트 레이스 토마,유제품,치즈,DAIRY,치즈,김소영 아티장의 안단테
[MD's pick] 고당도 삼색 과일세트,과일/견과류,과일,RAW_FRUIT,과일세트,MD's pick
[룰루맘] 우리아이 맑은습관 도라지배,기타,기타,UNKNOWN,배도라지,룰루맘
[도드람한돈] 도깨비살(앞다리) 구이용 (냉장),육류/계란,돼지고기,RAW_MEAT,앞다리살,도드람한돈
[ORGA] 검정콩 모닝빵,간편식,빵류,BAKERY,모닝빵,ORGA
[Biscuiterie de Provence]아몬드&밤 케이크,간식류,디저트/케이크,BAKERY,케이크,Biscuiterie de Provence
[로우슈가랩] 프로틴 단백질 쉐이크,기타,기타,UNKNOWN,프로틴,로우슈가랩
[마마리] 우리쌀 떡국,간편식,밀키트,RTC_MEAL,밀키트,마마리
[Dole] 그린 파파야,과일/견과류,과일,RAW_FRUIT,파파야,Dole
[돌아와요부산어묵] 땡초봉 어묵,수산물,어육가공식품,SIMPLE_PROCESSED,어묵,돌아와요부산어묵
[KF365] 한돈 가브리살 (수육 구이용),육류/계란,돼지고기,RAW_MEAT,가브리살,KF365
메종 카스텔 아이스 뀌베 로제,술,와인,ALCOHOL,스파클링 와인,카스텔
[도리깨침] 도토리묵 무침,간편식,반찬류,SIMPLE_PROCESSED,도토리묵 무침,도리깨침
[ardo] 냉동브로콜리,채소/곡물류,채소,RAW_PRODUCE,브로콜리,ardo
[더플랜] 목련 어묵탕,간편식,밀키트,RTC_MEAL,밀키트,더플랜
[마마리] 소고기 무국,간편식,레트로트,RTC_MEAL,레트로트,마마리
[램테이블] 호주산 바질 양꼬치,육류/계란,양고기,RAW_MEAT,양꼬치,램테이블
[룩트] 아이슬란딕 요거트,유제품,요거트,DAIRY,요거트,룩트
[고메공방] 계란빵,간식류,빵류,BAKERY,계란빵,고메공방
[마이셰프] 한우 소고기 무국,간편식,밀키트,RTC_MEAL,밀키트,마이셰프
[Kim's butcher] 호주산 소고기 샤브샤브(냉동),육류/계란,소고기,RAW_MEAT,샤브샤브용 소고기,Kim's butcher
[25-26 햇올리브][까사스 디 후알도] 피쿠알 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,25-26 햇올리브
[더오담] 한입 현미 강정,간식류,과자/스낵,SNACK,강정,더오담
[광동생활건강] 배도라지쌍화스틱,기타,기타,UNKNOWN,배도라지쌍화스틱,광동생활건강
[둥구나무] 산채나물 비빔밥,간편식,밀키트,RTC_MEAL,밀키트,둥구나무
[로트벡쉔] 브레인 헬스 바이탈,기타,기타,UNKNOWN,바이탈,로트벡쉔
[권영원 소담정찬] 무염 청국장 (냉동),조미료,양념/소스,SAUCE_SEASONING,청국장,권영원 소담정찬
아사히 쇼쿠사이,술,맥주,ALCOHOL,맥주,아사히
[마즈] 스니커즈 미니스 초콜릿바,간식류,초콜릿/사탕,SNACK,초코바,마즈
[경자국밥] 인기 국밥,간편식,레트로트,RTC_MEAL,레트로트,경자국밥
[다시다] 프리미엄 골드 멸치디포리,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,다시다
[군산 이성당] 카레 고로케,간편식,빵류,BAKERY,고로케,군산 이성당
[동원] 맛참 고소참기름,조미료,식용유/기름,SAUCE_SEASONING,참기름,동원
[도라지청년] 수제한입도라지정과,간식류,디저트/케이크,BAKERY,정과,도라지청년
[달롤] 저당 글루텐프리 롤케이크,간식류,디저트/케이크,BAKERY,롤케이크,달롤
[마켓오네이처] 오!그래놀라 다이제,상온식품,시리얼,GRAIN,시리얼,마켓오네이처
칵번 스페셜 리저브 포트,술,와인,ALCOHOL,레드 와인,칵번
[롯데] 가나 마일드,간식류,초콜릿/사탕,SNACK,초콜릿,롯데
[KF365] 깐대파,채소/곡물류,채소,RAW_PRODUCE,대파,KF365
[마르티네즈] 세라노 초리조,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,햄,마르티네즈
[GNC] 맨 멀티비타민 앤 미네랄,기타,기타,UNKNOWN,멀티비타민,GNC
레드우드 엠파이어 위스키 버번,술,기타 주류,ALCOHOL,위스키,레드우드 엠파이어
[뉴오리진] 에스트리션 유한백수오 퓨어,기타,기타,UNKNOWN,백수오,뉴오리진
[닥터넛츠] 저당 다크초콜릿 견과,간식류,초콜릿/사탕,SNACK,초코 견과류,닥터넛츠
[KF365] 방울토마토,채소/곡물류,채소,RAW_PRODUCE,방울토마토,KF365
[뉴델리 :진한 인도 커리의 맛] 인도 난,간식류,빵류,BAKERY,난,뉴델리 :진한 인도 커리의 맛
글렌카담 아메리칸 오크 리저브,술,기타 주류,ALCOHOL,위스키,글렌카담
[다시다] 프리미엄 골드 멸치디포리,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,다시다
[그라나롤로] 부라타 치즈 (냉동),유제품,치즈,DAIRY,치즈,그라나롤로
[라티브] 올리브레몬샷,기타,기타,UNKNOWN,올리브레몬,라티브
탐나불린 셰리 캐스크,술,기타 주류,ALCOHOL,위스키,탐나불린
[KF365] 한돈 삼겹 목살 등갈비 모둠 (냉장),육류/계란,돼지고기,RAW_MEAT,돼지고기,KF365
[My little recipe] 사리듬뿍 순살 닭갈비,간편식,밀키트,RTC_MEAL,밀키트,My little recipe
[강릉상회] 손질멸치,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,강릉상회
[꾸악] 스페인 유기농 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,꾸악
[넛츠앤베리스] 프로틴믹스넛w,과일/견과류,견과류,RAW_FRUIT,견과류,넛츠앤베리스
들라스 꼬뜨 뒤 론 생 떼스프리,술,와인,ALCOHOL,레드 와인,들라스
[대천김] 구이김밥용김,상온식품,김/자반,DRIED_SEAFOOD,김,대천김
시가시티 마두로,술,맥주,ALCOHOL,맥주,시가시티 브루잉
[CJ] 가벼운 고단백 두부면,채소/곡물류,면류,GRAIN,두부면,CJ
[떡미당] 굳지않는 앙버터 절편,간식류,떡,SNACK,절편,떡미당
로스 바스코스 크로마스 까르미네르 그란 리제르바,술,와인,ALCOHOL,레드 와인,비냐 로스 바스코스
[CJ] 매콤달콤 생쫄면,간편식,밀키트,RTC_MEAL,밀키트,CJ
예거 마이스터,술,기타 주류,ALCOHOL,리큐르,볼펜뷔텔
그랜트 버지 필셀 바로사 올드바인 쉬라즈 ,술,와인,ALCOHOL,레드 와인,그랜트 버지
[넛쏘굿] 몸에 좋은 믹스넛,과일/견과류,견과류,RAW_FRUIT,견과류,넛쏘굿
[경복궁 BLACK] 한우 사골 고기 곰탕,간편식,밀키트,RTC_MEAL,밀키트,경복궁 BLACK
[Picard] 메뉘에르식 가자미 튀김,간편식,냉동식품,FROZEN_MEAL,생선튀김,Picard
파머스 립 필러 박스 레드,술,와인,ALCOHOL,레드 와인,파머스 립
[녹색한우] 무항생제 1+ 한우 안심 이유식용,육류/계란,소고기,RAW_MEAT,안심,녹색한우
[Dole] 특선 바나나,과일/견과류,과일,RAW_FRUIT,바나나,Dole
